,Texto,sentimiento
1469,"la vacuna no impide el contagio, evita internacion y cursas la enfermedad de forma leve nada mas no sos inmortal, no te olvidas del covid, solo tenes mas proteccion (la vacuna + barbijo + distancia + sanitizacion  sentido comun + responsabilidad social",Negativo
1470,"tenias que llamarte mabel 🤣🤣🤣una mamerta que no sabe que ninguna vacuna evita el covid, sino que lo hace suave si te agarra",Negativo
1471,20   antigenos va a tener por la vacuna entonces porque diceno que tiene covid ,Positivo
1472,el presidente supuestamente dio positivo de covidno se habia vacunado  sirve la vacuna  mmmmmm 🤔,Negativo
1473,"""se dieron de las buenas"" jaja ah y por eso tiene covid positivo su falta de coherencia asusta ninguna vacuna previene en su totalidad el contagio, hacen que que el paciente no sufra ni llegue a una uti la mejor vacuna del mundo hoy es la sputnik v",Positivo
1474,ernesto cuanto debe pasar entre la vacuna de la gripe y la de covid,Positivo
1475,"personas de 60 a 69 anos, con domicilio en el gran san miguel de tucuman: pueden sacar turno para recibir vacuna contra covid",Negativo
1476,alberto se vacuno hace dos meses y hoy dio positivo de covid una masa la vacuna sputnik ehhh,Negativo
1477,la vacuna te asegura que te vas a morir de otra cosa y no de covid te parece poco,Negativo
1478,a los y las odiadores seriales irresponsables y demasla vacuna no impide que puedas tener covid se entiende,Negativo
1479,"1 salame, ninguna vacuna impide que tengas covid, la vacuna es para que te agarre de forma suave, gilotario macrista que la tiene atroden hasta la garganta",Negativo
1480,"van a poner muchos mas tuits de la vacuna y el contagio de aiberto ninguna vacuna del covid tiene eficacia del 100% el vacunado se puede contagiar, con menos chance q uno sin vacunar pero puede suceder van a seguir tirando mierda a las vacunas asi vamos a tener sarampion etc",Negativo
1481,"un llamado al mundo y a la solidaridad si af, esta vacunado por que tiene covid-19que vacuna fue la que uso af",Negativo
1482,"_leonora marina para mi, el covid 19 fue ""torres gemelas ii"" con mayor alcance el proposito es geopolitico y tiene que ver con el control del artico y del antartico cuantos muertos de covid tiene china estamos a un paso de la ingenuidad  y nosotros les compramos la vacuna ",Negativo
1483,bueno el lunes se vacuna del covid la nona,Negativo
1484,la cara de  cuando pizzi le dice que tiene una buena noticia y es que ahora rusia sacara una vacuna de covid para mascotas,Negativo
1485,parte de situacion sanitaria -  sars covid 19 – argentina 2 de abril de 2021💉 monitor publico de vacunacion- plan de vacunacion- distribucion de dosis- aplicacion por sexo y condicion👉,Negativo
1486,"87906240 170646 y cada muerto por la mala gestion de la pandemia cada persona muriendo como un crucificado asfixiado por el covid es un cristo sufriente cada cobarde, traidor y egoista que robo una vacuna es judas el que cuando entendio lo que hizo se mato",Negativo
1487,esperando a modernavaccine,Positivo
1488,hoy le toco a papa la vacuna contra el covid agradecida por la atencion en el pabellon universitario de 71 entre 1 y 115 de la platagracias,Positivo
1489,o sea segun el gobierno los que recibimos la primer dosis de vacuna ( covid  ej yo la indiavamos a quedar solo con esa dosis   por favor me explicassomos muchas enfermeras que estamos en la misma incertidumbre,Negativo
1490,_arg tengo un familiar que es inmune al covid 2 sars coronavirus por que no estudian su sangre para realizar una vacuna ,Negativo
1491,sone que me llegaba por correo de mercadolibre la vacuna del covid y cuando miraba el turno en la aplicacion decia que en zarate no habia mas lugar asi que me la tenia que ir a poner a la quiaca aprox jajaja ya estoy quemadisima con todo esto,Negativo
1492,"""todos tenemos un conocido que se vacuno"" nos dicen desde el gobiernoel unico conocido que se vacuno tiene covid estamos al hornoalhorno covid vacuna contagio",Negativo
1493,"ayer tambien escuche en rt a la directora de uno de los institutos que estan produciendo vacunas le dicen ""candidatas vacunales""convenio con china de una vacuna ""pan covid"" contra todas las cepas del covid💕💕💕💕🇨🇺🇨🇺🇨🇺🇨🇺🇨🇺",Negativo
1494,"_anestesiador  soy insulinodependiente y ya pase x covid-19 en terapia, que esperanza me queda ja sigo resistiendo sin vacuna",Negativo
1495,"antes me desesperaba ver que el covid pegaba cada vez mas cerca, cuando caia un familiar, un amigo o un conocido contagiado hoy me da un poquito de esperanza cuando me entero q a alguien cercano le dieron turno para la vacuna algun dia se tiene que terminar esta mierda",Negativo
1496,"la vacuna es gratis lee, informate y despues opina",Negativo
1497,la vacuna del covid se deberia poder comprar como cualquier otra vacuna del mercado,Negativo
1498,7 chapeau x cientificos q crean testeo y vacuna covid en farmacia  perez alejandra♀️🧚🏼‍♀️211165  nvacba cordobacapital argentina 🇦🇷,Negativo
1499,🛫💉 | covid: llegan a chubut otras 4200 dosis de la vacuna sputnikv,Negativo
1500,"el destino nefasto de la argentinaalinearse con todo lo oscuro y estados a contra mano del mundoante la falta de dosis, ahora el gobierno negocia la compra de una vacuna cubana contra el covid-19 -",Negativo
1501,operacion vacuna covid: el sigiloso plan genocida para despoblar el planeta y esclavizar a la humanidad  via,Negativo
1502,gran apuesta que pone en jaque a laboratorios amvisiososcolaboracion entre cuba y china para crear vacuna de amplio espectro anti-covid  via,Negativo
1503,"""rusia registra vacuna contra la covid-19 para animales 🐈 🐕‍🦺"" la humanidad esta perdida ,asi que joya",Negativo
1504,como anotarme para recibir la bavinapreguntas frecuentes sobre la vacuna contra la covid-19,Negativo
1505,suerte que ya me contagie de covid y me puse ambas dosis de la vacuna porque hace mas de un ano que no estaba en lugares tan concurridos y repletos de gente como el dia de hoy 😣,Negativo
1506,"no era gratisante la falta de dosis, ahora el gobierno negocia la compra de una vacuna cubana contra el covid-19",Negativo
1507,"""rusia registra vacuna contra la covid-19 para animales 🐈 🐕‍🦺""",Negativo
1508,"ante la falta de dosis, ahora el gobierno negocia la compra de una vacuna cubana contra el covid-19 -",Negativo
1509,"hace anos leia que la proxima guerra mundial  seria ""bacteriologica"" creo que ya hace un ano ""estamos en guerra""operacion vacuna covid: el sigiloso plan genocida para despoblar el planeta y esclavizar a la humanidad  via",Positivo
1510,llego el dia de su turno para aplicarse la vacuna contra el covid-19 a mi madre alciratabordale agradezco al pte  al gdor  y a todo el equipo de salud de nacion y provincia por el esfuerzo que estan haciendo para que todos los argentinos sigamos vivos➡️,Positivo
1511,vacuna covid 💉 “✅”,Positivo
1512,✅ esta semana en lujan superamos las 17000 aplicaciones de la vacuna contra el covid👇 sigamoscuidandonos 🇦🇷,Positivo
1513,desde hoy ya pueden empadronarse los mayores de 70 anos para vacunacion por covid-19 dejo link 👇🏾   sigue monitoreando  a realizar su inscripcion a nuestros adultos mayores 👴🏾🧓🏻 cuidarteescuidarnos,Negativo
1514,"gracias, hoy recibi la segunda dosis de la vacuna  covid 19",Positivo
1515,70 contra la cepa sudafricana parece q solo funca la de pfizer pfizerbiontech,Negativo
1516,_23 le pusieron la vacuna del covid en el posadas el vacunador era el negro de wasa,Negativo
1517,mi viejo ayer se dio la vacuna antigripal (clasica y hoy le avisaron que tenia turno para manana para la vacuna del covid jajajsjsj y no puede porque hay que esperar tres semanas despues de darse una vacuna un tipo de suerte,Positivo
1518,hoy es un buen dia mi papa se vacuna contra el covid 💪💪,Positivo
1519,"al fin turno para que vacunen a mi abuela de 78 anos 👵🏻 🙌🏻, hoy es un buen dia vacuna covid_19",Negativo
1520,aca podes entrar y empadronar a tus afectos mayores de 70 anos para que reciban la vacuna  covid,Negativo
1521,"imposible ocultarlo: el diario estadounidense, _on, senala como un logro cientifico de primer orden la vacuna cubana soberana02 contra el covid-19",Negativo
1522,en febrero tuve covid y fui dado de alta el 18 de ese mes cuando el test dio positivo me llamaron de cabael lunes me inscribi para recibir la vacuna en caba (sigue,Negativo
1523,"vacuna covid, el ideal de la sociedad de consumo: un producto que se instala una unidad, o dos, por persona en toda la humanidadidea loca de ciencia ficcion: la oportunidad exacta de instalarle un nanochip a cada ser humano para su seguimientota",Positivo
1524,parte de situacion sanitaria -  sars covid 19 – argentina 31 de marzo de 2021💉 monitor publico de vacunacion- plan de vacunacion- distribucion de dosis- aplicacion por sexo y condicion👉,Negativo
1525,"hoy mi papa recibio la 1era dosis de la vacuna contra el covid,entre las personas apoyandonos con las miradas ""vidriosas"" de la emociony no es casualidad,no es xq sies x una politica publica pensada y decida xa todos y todasgracias",Negativo
1526,"hoy acompanamos a zulma, de 79 anos, que recibio la vacuna contra el covid 💪 excelente y rapida atencion en la posta de la rural 👏👏👏",Positivo
1527,"se vacuno en formosa contra el covid , no digo que fue la causa del deceso , pero debio consultar  lo cuento porque debemos estar seguros de estar aptos para  la vacuna  tambien porque la gente se muere de amor todavia  que opinan  😢🌹",Negativo
1528,"la mano viene muy mal con los contagios ,ante estas nuevas cepas ⚠️cuidense mucho⚠️extremen recaudos por favor⚠️",Positivo
1529,anotate para vacunartedesde la agrupacion 25 de mayo invitamos a todos y a todas a vacunarse contra el covid-19la emocion de miles de bonaerenses confirma que la vacuna es la herramienta para salir de la pandemia,Positivo
1530,"mientras tanto, las farmacias de concordia se estan haciendo su agosto azitromicina, ivermectina, antitusivos, antifebriles, vitaminas, alcohol en gel, etc la gente acapara porque en un mensaje viral de whatsapp dice que el covid_19 ""se cura"" asi, sin vacuna",Negativo
1531,"en unos meses (o anos cuando los de menos de 40 nos vacunemos, las redes sociales se van a llevar de fotos de santiagos marateas haciendo boludeces mientras le aplican la vacuna contra el covidespero estar muerta para ese entonces",Negativo
1532,"2 cosas ante la segunda ola de covid:no hay margen para restringir actividades,   ajustar protocolos y responsabilidad individualmas q nunca necesitamos tener sistemas transparentes y equitativos para la aplicacion d la vacunagracias 4regional",Negativo
1533,"147 ayer empadrone a mi mama (supuestamentede 79 para la vacuna del covid, no recibi ningun mail ni sms de confirmacion, llame al 147 y me dijeron q el sistema esta colapsado, como puedo saber si realmente esta anotada gracias",Negativo
1534,mi vieja ya tiene puesta la vacuna contra el covid 🥰💪🏽💪🏽💪🏽💪🏽,Negativo
1535,"vecinos de san carlos ll realizan jornadas de concientizacion del covid-19 entrega de folletos y barbijos , preinscripcion de la vacuna",Positivo
1536,75k no justamente el tema es la vacuna contra covid-19 y las 4 cepas nuevas que ya tienen circulacion comunitaria,Negativo
1537,la gente que se vacuna contra el covid (,Negativo
1538,"_rdebbag estan diciendo que para aplicarse la vacuna contra la gripe,si tiene la vacuna por covid hay qu esperar cuatro meses,es correcto dr",Positivo
1539,sputnik light: el descubrimiento de la nueva vacuna rusa contra el covid que se aplica en una dosis,Negativo
1540,mi suegra estaba por recibir su vacuna no la recibio porque llegaron menos de las que deberian haber llegado hoy dio positivo de covid nada mas que decir,Negativo
1541,"varios casos de gente conocida positivos de covid, entre ello, uno que se contagio en 2020 y otro caso con vacuna aplicada completa",Positivo
1542,63436118   jajjajajjapero segun vos larreta lo habia dicho por todos lados te desafie a que encuentres donde lo diceno lo encontraste tiraste un link cualquierala vacuna covid no se paga no digas mas huevadas sin saber,Negativo
1543,quien se vacuna le da positivo el covid,Positivo
1544,"pues no funciona asi estimado preguntale a cualq medico q te vacunes jamas te evita 100% un contagio jamas, y menos esta vacuna de covid",Negativo
1545,"feliz , mis viejos tienen turno para la primer dosis de la vacuna contra el covid🙏🙌",Positivo
1546,y resulta que yo esperando la vacuna del covid y me entero que no sirve para que no te la pesques  sino para que cuando te la pesques no sea tan fuertenos vamos a morir todos,Negativo
1547,"_campagnoli 57 ah calmate que igual ninguna vacuna es eficaz a largo plazo solo una y no la compramos, creo la jansen porque el covid mutara en cepas, algunas agresivas y otras no lo que ayudara es el aire saneado o bajisima polucion ambiental pero, aqui con incendios",Negativo
1548,che viste que le pusieron la vacuna del covid a tu suegra digo por que ahora minga que se va a morir te va a seguir jodiendo la vida 🤣🤣,Negativo
1549,manana recibo vacuna de covid dios como puede ser que tenga mas miedo que ir a un quirofano,Negativo
1550,tengo miedo de que a mi vieja no le llegue la vacuna a tiempo alguien mas en la sala con la misma sensacion covid_19 segundaola,Negativo
1551,": mas de 3 millones de argentinas y argentinos ya pusieron el brazo para recibir la primera dosis de la vacuna contra el covid-19mientras crece la esperanza, sigamos cuidandonos",Negativo
1552,hace un ano que tengo un remolino de palabras en la cabeza que repite constantemente: covid pandemia protocolo aislamiento vacuna etc y ahora no tengo la mas puta idea de lo que esta pasando,Negativo
1553,"noooo te cuento argentina traspaso un agujero negro cosmico y nos convertimos en ""argentina bizarra"" en la que el merito es basura, se vacuna a los jovenes en vez de los mayores de 60, los presos son liberados por el covidesto no es joda sufrimos un caos cuantico😜😂",Negativo
1554,"vacunatoriovip vacunadosvip argentina covid    23 anos, militante del frentedetodos",Positivo
1555,lo mejor del dia me llego un msj diciendo que manana me toca vacuna covid,Negativo
1556,"estados unidos esta en camino de administrar 3 millones de dosis al dia de la vacuna covid-19, a medida que aumenta el suministro y los estados amplian la elegibilidad",Negativo
1557,el vicepresidente de brasil recibe la primera dosis de vacuna contra el covid-19 y vuelve a mostrar una postura contraria a la de bolsonaro,Negativo
1558,el gobierno de la ciudad autonoma de buenos aires habilito hoy el empadronamiento de los mayores de 75 anos para la vacunacion contra el covid-19 covid19 vacuna caba rodriguezlarreta,Negativo
1559,"y aca plantean dar 1 dosis por ahora, sin distincion de tipo de vacunapor suerte ya llegan mas vacunas de otros laboratorios 🙌a seguir cuidandose, y respirar con paciencia",Negativo
1560,"acabo de escuchar en radio que los rusos ya tienen preparada la ""sputnik light"" pronta a ser publicada por las revistas especializadas una vacuna monodosis que haran llegar a los paises mas necesitados por el covidque barbaridad el comunismo, che",Negativo
1561,desde hoy ya pueden empadronarse los mayores de 75 anos 👴🏾🧓🏻 para la vacunacion por covid en la ciudad de buenos aires dejo link 👇🏾 el monitoreo de vacunacion en todo el pais en  💉sigamoscuidandonos,Negativo
1562,"diario de un voluntario | ""soy el codigo 5674” - revista anfibia  recibiste las 2 dosis ",Negativo
1563,"tucuman:jose alperovich y ""betty"" rojkes recibieron la vacuna contra la covid-19 en el hipodromo / hoy comenzo la vacunacion para ese rango etario consiguieron para el primer dia, tuvieron suerte 🤷🏻‍♀️",Positivo
1564,"17  deja de hablar boludeces , osde no vacuna contra el covid",Negativo
1565,"aaaaaaaaaajajajajjajajajjajajaja cof cof cof jajajjajjajajajajjajajja oiga dona, ya tiene su turno de vacuna de covid como toda abuela de ley",Negativo
1566,estoy ya un poquito harto del tema covid de que si la cuarentena de que si la vacuna la verdad ya estoy al borde,Negativo
1567,"cafiero dice que sigue todo igual en los coles, mientras aumentan los contagios no nos vacunan y se nos van companerxs como jorge q se suspenda toda exportacion del principio activo la vacuna contra el covid-19 y se declare de utilidad publica el laboratorio mabxience d garin",Negativo
1568,"sobran negocios, faltan vacunas 💉en el dia de manana, el frente de izquierda unidad realizara un acto con diputados y dirigentes como _ripoll, frente al laboratorio mabxience en garin, donde se produce la vacuna contra el covid-19 vacunasparatodxs",Negativo
1569,reino unido va por la tercera dosis vacuna covidy nosotros una y gracias espera sentadoesperemos se pongan las pilas con las vacunas van mal,Positivo
1570,"tenemos que exigir antes de la vacuna, que nos hagan el hisopadomi vice hoy esta muy grave porque le aplicaron la vacuna teniendo covidno presentaba sintomasme duele, me indigna",Negativo
1571,"danos colaterales de la vacuna contra la ""gripecita""",Negativo
1572,"🔴ya me llego lo inesperado no pueden negociar con la salud el  con los politicos decretaron el distanciamiento de las dosis de vacuna covid-19: 📍12semanas📍verguenza no tienen y eticamedica tampoco gobiernodecientificos 💣 estoy colapsando,medica sin palabras",Negativo
1573,hoy continuamos informando a lxs vecinxs sobre la vacuna contra el covid 19 y realizando la preinscripcion nos cuidamos entre todxs💪🏾😷vᴀᴄᴜɴᴀcᴏᴠɪᴅ19 vacunate lamatanza laevaperon noscuidamosentretodos,Negativo
1574,"albertoensdtv por favor,hagan que la gente cumpla las normas y protocolos de bioseguridad contra el covid 19 si no, no habra vacuna que alcance",Positivo
1575,"a los padres de una amiga, les llego el mail con el turno para darse la primera dosis de la vacuna del covidhace 15 dias se la dieron, obviamente con el turno asignado anteriormenteesto es un kilombo viejo",Negativo
1576,"☔ la lluvia no nos frena🏡 seguimos recorriendo casa por casa distintas localidades de vicentelopez, para acercarle a cada vecinx informacion sobre la vacuna, y tambien de como registrarse al plan provincial publico, gratuito y optativo contra covid",Negativo
1577,"“el tiempo corre y me amenaza”: tiene cancer y necesita la vacuna contra el covid, pero no lo consideran prioritario",Positivo
1578,reino unido se prepara para comenzar a ofrecer tercera dosis de la vacuna contra el covid-19 en septiembre,Positivo
1579,"podras aclarar  , hoy escuche en el programa de ariberti sobre la aplicacion d la primera dosis d la vacuna contra el covid, q cada distrito decidira si aplica una dosis o las dos, me parece injusto de ser asi q algunos hagamos el esfuerzo y otros no, es asi",Negativo
1580,la traje a mi awela para que se de la vacuna del covid y un viejo se le acaba de tirar jajajajdbfbfb ashuda,Negativo
1581,no tiene covid seguro que le aplicaron la vacuna antes asi no aparece a romper las bolas quedate en tu casa entongado,Negativo
1582,"62 yo empiezo a dudar, si es covid o gripe a, o consecuencia de la vacuna de la gripe a",Negativo
1583,parte de situacion sanitaria -  sars covid 19 – argentina 26 de marzo de 2021💉 monitor publico de vacunacion- plan de vacunacion- distribucion de dosis- aplicacion por sexo y condicion👉,Negativo
1584,"hoy mi madre de 88 anos recibio su primera dosis de la vacuna covishield contra el covid gracias  y  por seguir cuidandonos a pesar de tantos intereses sectoriales, empresarios y mezquinos",Positivo
1585,🎥  | en vivo ezeiza|: coronavirus covid-19llegada del vuelo de aerolineas argentinas proveniente de moscu que trae mas dosis de la vacuna sputnik v👉,Negativo
1586,"ya funciona la app alegra med para sacar turnos para la vacuna contra el covid-19 en misiones a partir de hoy, este sera el medio para obtener turnoscabe recordar que en el cuarto tramo de la costanera continuan aplicando la segunda dosis de la sputnik v",Positivo
1587,"vacunas que no recibiremos nunca, (poblacion media de 50 anos, no medicos con mis 54 sabia que mi opcion era la vacuna privada, que hoy no existe tema interesante,  ""discrecionalidad o discriminacion, en la politica de salud"" de la manera que fuera hoy soy covid positivo 🤷🏻‍♂️",Positivo
1588,"a quien le ganaste covid-19primera dosis de la vacuna rusa sputnik 5 aplicada, vamos por la segunda dosis vamos que se puedecoronavirus  covid19  pandemia  epidemia  vacuna  vacunacovid19  vacunatepba  sputnikv vacunate",Negativo
1589,sct 277 ⭐ las personas con anticuerpos deberian recibir solo 1 dosis de la vacunaescuchalo ⬇️ inmunidad sinopharm sputnikv vacunacovid nuevoestudiovacuna dosis covid saludcontala institutotaladriz,Negativo
1590,sct 277 ⭐ las personas con anticuerpos deberian recibir solo 1 dosis de la vacunaescuchalo ⬇️ covid dosis inmunidad sinopharm sputnikv vacunacovid nuevoestudio saludcontala institutotaladriz,Negativo
1591,brasil anuncia la creacion de la primera vacuna contra el covid-19 totalmente nacional,Positivo
1592,se puede uno colocar la vacuna antigripal comun como prevencion mientras esperamos lavacuna delcovid,Positivo
1593,"_royal no creo che, es algo a nivel mundial que en este pais se manejaron nefasto es cierto, que el estado sigue sin laburar y las clases sin empezar al pedo tambien pero definitivamente la neumonia por covid te liquida y la vacuna mejora las chances",Negativo
1594,medica del fernandezmurio por no tener vacuna atendia pacientes con covidvaldes corrupto del gobierno uso esa vacuna flor de hijo de puta,Negativo
1595,quiros analiza postergar la segunda dosis de la vacuna contra el covidla primera ya la postergo,Negativo
1596,"eraaaa estoy feliz, por fin mi abuela tiene turno para su vacuna contra el covid🎉🎉🎉",Positivo
1597,estoy feliz por fin manana tiene turno para la vacuna covid,Positivo
1598,"hector larrea recibio la primera dosis de la vacuna contra el covid -19 “la senorita que me dio el certificado escuchaba rapidisimo”, me conto su correspondiente turno fue dado para el pasado martes 23 celebremos la vida y a seguir cuidandonos",Positivo
1599,"venci al maldito covidla sociedad piensa que es una joda, hasta que a uno no lo tieneansioso esperando la vacuna cuidemonosentretodos",Negativo
1600,nicolas maduro recibio la primera dosis de la vacuna sputnik v  via 24_es,Negativo
1601,clubdelmoro quiero una camiseta de  para mi papa que cumplio 80 anos y ya tiene su primer dosis de vacuna del covid ,Negativo
1602,vacuna de pfizer: la region compra millones de dosis para el covid y argentina alimenta el mayor misterio de la pandemia -,Negativo
1603,"la region tambien compra milllones de dosis de sinovac otro misterio, por que argentina tampoco accede a esas vacunas pero la razon, en realidad, estaria bastante clara: la estrategia de adquisicion de vacunas ha sido un fracaso",Negativo
1604,paises  de la region compran millones de vacunas de pfizer menos argentina a pesar de haber estado en situacion de privilegio alguna explicacion    argentina covid_19,Negativo
1605,estoy oficialmente aislada porque la seno con la que trabajo dio covid+ le ruego a la ciencia que la vacuna que me puse hace casi 10 dias me tire un centro estoy reviviendo el miedo de hace un ano atras salen esos ejercicios de respiracion mientras tanto,Negativo
1606,_org_ar por favor inicien campana de vacunacion contra la gripe y neumonia mayores de 60 a 70 no tenemos turno a la vista para la vacuna contra el covid,Positivo
1607,novena operacion a rusia 🇷🇺 | manana 01:30 am parte uno de nuestros a330 a moscu para traer mas dosis de la vacuna sputnik v al pais para seguir dando pelea contra el covid-19 aerolineadebandera ✈️,Positivo
1608,parte de situacion sanitaria -  sars covid 19 – argentina 24 de marzo de 2021💉 monitor publico de vacunacion- plan de vacunacion- distribucion de dosis- aplicacion por sexo y condicion👉,Negativo
1609,"hoy me llamo mama (85 anos por telefono, para cortarme que le toco el turno para recibir la primera dosis de la vacuna del covid la vida a esa edad es el dia a dia, hace un ano que esta en su casa sin salir, felicidad pura😁👏",Positivo
1610,llame a casa como todos los dias y mama me dice que mi abuela recibio la vacuna contra el  covid felicidad es poco te amo abuela ahora si completo abuela y abuelo vacunados ❤,Positivo
1611,"hoy voy a ponerme la vacuna de la gripe no sirve para covid pero x lo menos, cubre para la gripe, en los asmaticos no es broma no salgan alpepe",Negativo
1612,"cuantas docis son de la vacuna y a vos ya te vacunaron twitch twitchclip covid_19 en san miguel, buenos aires",Positivo
1613,"putin, amante de mostrarse en los medios frente a los viriles desafios del poder,  no ha hecho publico el momento en el que recibia la vacuna contra el covid ni siquiera se sabe cual se puso, de las tres que se desarrollaron en rusia",Negativo
1614,parte de situacion sanitaria -  sars covid 19 – argentina 23 de marzo de 2021💉 monitor publico de vacunacion- plan de vacunacion- distribucion de dosis- aplicacion por sexo y condicion👉,Negativo
1615,"purina, haciendo su descargo por tv, luego de haber aceptado ser vacunada contra el covid con 18 anos, y diciendo  que lo que hicieron con ella -echarla- fue una injusticia y pidiendo respeto por los acomodados como ella, es una burla a todos los que necesitan la vacuna un asco",Negativo
1616,bombero derquino recibio la vacuna contra el covid-19,Negativo
1617,"sintomas y secuelas que dejara el covid, ni que hablar cuando cada vez mas las personas se empiecen a contagiar, no va a bajar la curva sin vacuna, pero mucho menos si no se usa barbijo permanentemente en reuniones, se mantiene la distancia social de dos metros, y demas",Negativo
1618,que ferraressi explique porque estaba abrazado con empleada de 18 anos mostrando que recibio la vacuna covid 19y vizzotti que dice,Negativo
1619,"de los creadores de ""ay me equivoque"",llega ""perdon, fue un error""se siguen robando las vacunas",Negativo
1620,"ya la primer dosis felicidad, emocion un conjunto de cosas inexplicables ♥️👏👏👏felicidad vacuna covid covid_19 en villa tesei partido de hurlinghan",Positivo
1621,"todos los funcionarios que autorizaron o suministraron la vacuna contra el covid violando  prioridades del protocolo oficial y postergando a quienes debian recibir antes x ser personal de salud o de riesgo, deben renunciar empezando x el q vacuno a joven militante de avellaneda",Negativo
1622,"este gatito militante no tiene padres, tios, abuelos nadie que la quiera de verdad y le diga que no esta bien robarle la vacuna a un adulto mayor que puede morirse de covid hoy mismo tampoco tiene amigas que le digan “no hagas esa pelotudez de sacarte foto y hacerla viral” 🤦🏻‍♂️",Positivo
1623,_arevalop sputnik igual no es por la vacuna en si aclaro por las dudas porque no se si se entendio mal como que el covid te debilita en si otras cosas si ya tenias algo mal igualmente hubo un caso particular de trombosis post vacuna 😖 hay que ver como sigue todo,Positivo
1624,terrible solucion a mas de una inquietud argentano es la vacuna del covid pero mas efectiva es,Negativo
1625,"mientras aca seguimos mendigando un turno para vacuna en israel ya crearon un spray nasal para combatir el virus del covid, antisemitas abstenerse",Negativo
1626,"se quedo corto el ""yeneral gonzalez"" que hacia olmedo como gracia ahora solo falta que mezclen con agua las dosis para que alcance mientras ellos y sus militontos ya,se vacunaron con las dos dosis dejando sin vacuna a los mayores vacunadosvip",Positivo
1627,"cristhian  la vacuna no impide el contagio  ayuda a no morirte por covid  , contagio  habra siempre",Negativo
1628,"ahora mi pregunta es la siguiebte, si te crea defensas como cuando tenes el virus, y supuestamente se te van despues de 3 meses la inmunidad, sera lo mismo para  cuando te colocan la vacuna 🤔 para pensarlo yo tuve covid 🙋🏽‍♀️",Negativo
1629,"_org_ar dado que para la franja estaria 60-69 la vacuna contra el covid viene muy lenta, cuando se inicia la campana de vacunacion contra la gripe",Positivo
1630,"📝requisitos: • haber transcurrido mas de 20 dias del alta• tener entre 18 y 65 anos• pesar mas de 50 kg• concurrir con dni, cedula de identidad o pasaporte• descanso previo de por lo menos 6 h• luego de colocarte la vacuna contra covid, esperar 72 h antes de donar",Positivo
1631,"mariana velez respecto a la campana contra el covid: ""pese al uso partidario vergonzoso que hizo la oposicion a nivel nacional y provincial, se demostro que la vacuna rusa era muy buena y es la unica herramienta que tenemos para salir de esta situacion""👇",Negativo
1632,sanidad propone elevar a 65 anos el limite para vacunar con astrazeneca,Positivo
1633,para q sirve la vacuna si te contagias igual y malse te repite el covid y mal ihualdelen gente dejen de  vista gorda a este hdp q no compra otras vacunas x q nole da la nafta ,Negativo
1634,todos los dias muere gente de covid que debia ser vacunada pero la vacuna fue para los amigos khay que hacer otro juicio como el del nunca mas,Negativo
1635,no es mortal a esa edad miles de mayores tienen asma y muchas patologias mas y no recibieron ninguna vacuna corre mas riesgo de contraer algo con esas garras que se hizo que por el covid es injusto 😡,Negativo
1636,"si estan inscriptxs para darse la vacuna del covid o manejan los turnos de sus abues/padres etc porfa descarguense la app y chequeenla todos los diasno se confien con el mail o wpp salven vidas, pasen la info",Negativo
1637,"manana me dan la segunda dosis soy trabajadora esencial salud yo ya tuve covid sigo con los cuidados correspondientes, pero por lo menos con mas tranquilidad ojala y mas alla de signos politicos, todos puedan acceder cuanto antes a la vacuna 🙏🏽🙏🏽🙏🏽",Positivo
1638,parte de situacion sanitaria -  sars covid 19 – argentina 21 de marzo de 2021💉 monitor publico de vacunacion- plan de vacunacion- distribucion de dosis- aplicacion por sexo y condicion👉,Negativo
1639,y le llego el turno a mi mami  👏👏👏👏 a segirncuidandose pero por lo menos una preocupacion menos  felicidad felizcumple cumple80 juntos vacuna covid_19 primeradosis en villa tesei partido de hurlinghan,Positivo
1640,_lou  gracias ernesto  tenes opinion sobre lo que puede suceder si un enfermo oncologico que recien recibio quimio e inmunoterapia puede recibir la vacuna contra el covid ,Positivo
1641,sone que me daban la vacuna de covid y que metia de contrabando a mi hermana tambien jajajaja yo creo que tambien haria un vacunatorio vip 🤣🤣🤣,Negativo
1642,hay una persona que esta haciendo cuarentena siendo paciente covid recuperdo y con las 2 dosis de la vacuna ya puesta ese hombre ya tendria que estar en su casa,Negativo
1643,es de un gran cinismo esta publicacion los adultos mayores de cordoba estan recibiendo la notificacion de anulacion de los turnos de la segunda dosis covid-19: el alivio y la emocion de los adultos mayores que ya recibieron la vacuna,Negativo
1644,dato importante vacuna covid y vacuna antigripal 👇,Positivo
1645,"si es medica deberia saber que la vacuna no hace que no te contagies, sino que no la pases tan mal si te agarra el covid",Negativo
1646,"sigue falleciendo personal de salud que pelea como puede contra el covid, porque no recibio una puta vacuna y que seguro se la dieron al braian",Positivo
1647,"vacunaron al indio solari pero tranquilos, es con la vacuna contra el covid, para la vacuna de predicar comunismo y vivir como capitalista falta un tiempo",Positivo
1648,"cafiero dice que ellos vacunan, a que se refiere a la vacuna contra el covid o que nos estan destruyendo porque vacunas no hay",Negativo
1649,la vacuna janssen es eficiente ante las variantes de covid,Negativo
1650,"igual digamos todo: a fin de ano /primeros dias del ano tuve covid, levisimo seguro gracias a la vacuna pero tampoco se relajen tanto",Positivo
