Seguidores_autor,Tweets_autor,Texto,Fecha,Retweets,Respuestas,Likes,Cant_citas,Fuente,Hora,Mes,Long_Texto
513,7965,"Hace días me anoté como voluntario para el estudio de una nueva vacuna Canadiense contra el Covid en la Clínica Mayo. Hoy recibí mi primera dosis y estoy feliz, no solo por la posibilidad de inmunización, sino xq es un granito de arena a este gran avance para la ciencia tucumana.",2021-06-24,0,0,10,0,Twitter for Android, 00hs,Junio,280
120,12442,2   Igual la lógica es ofrecer proteína s como generador de inmunidad para lo cual el vector y plataforma debería ser lo mismo. La lógica sería brindar 2da dosis para generar Ac Anti proteína S. Pero eso es teoría nadie lo probó aún en vacuna Anti covid,2021-06-23,0,0,0,0,Twitter for Android, 23hs,Junio,253
1693,3306,➡️ Cómo cada semana PROMOTORXS DE SALUD recorren la ciudad:⁣⁣✔️ Entregando barbijos en paradas de colectivo⁣✔️ Concientizando sobre los cuidados para evitar contagios⁣✔️ Toma de temperatura✔️ Registrando turnos para la vacuna del Covid-19⁣⁣noscuidamosentretodxs,2021-06-23,25,0,27,0,Twitter for Android, 23hs,Junio,261
766,4977,"Creo que no existe algo más patético que los K creyéndose dueños de la vacuna contra el covid, ese nivel de apropiarse de lo ajeno solo ellos lo poseen.",2021-06-23,0,0,3,0,Twitter for Android, 22hs,Junio,152
13871,231159,"No es Phizer ni AstraZeneca con billones de presupuesto. No es EEUU, Rusia o China, con todo su poder. No. Es Cuba, una isla embargada y bloqueada por décadas celebrando el logro su propia vacuna anti Covid. 😢Abdala 92% eficacia ✊🏽",2021-06-23,3,0,2,0,Twitter for Android, 21hs,Junio,231
1952,86243,"_L_Etc Si...este mes entre covid,vacuna...ya tengo bastante",2021-06-23,0,1,1,0,Twitter for Android, 21hs,Junio,59
446,7714,"Ayer levanté 39 de fiebre, dolor de cabeza, cuerpo y dolor de brazoVacuna del covid, esto es personal",2021-06-23,0,1,1,0,Twitter for Android, 17hs,Junio,101
537,8894,"Re anti covid, re anti vacuna...virus de mierda te llevaste lo mejor que pudo existir en mi vida, pero desde acá les agradezco la mano que se que del cielo me están dando, porque no dudo que el cielo ya lo tenían ganado.....❤️❤️❤️🙁🙁🙁",2021-06-23,0,0,8,0,Twitter for Android, 17hs,Junio,233
238,5459,Ya me anoté para la vacuna contra el covid 🙏,2021-06-23,0,0,0,0,Twitter for Android, 16hs,Junio,44
12286,185324,Vacuna COVID: el Gobierno reveló que está cerca de acordar con Pfizer | vía,2021-06-23,2,1,1,0,Twitter for Android, 15hs,Junio,75
2722,39536,El  informó que comenzó la distribución de 1.115.900 dosis de la vacuna AstraZeneca. Corrientes recibirá entre hoy mañana: 27.700. Covid_19,2021-06-23,0,0,0,0,Twitter for Android, 14hs,Junio,139
6729,69963,"La vacuna contra el covid-19 no afecta el conteo de espermatozoides, según un nuevo estudio  vía",2021-06-23,0,0,0,0,Twitter for Android, 03hs,Junio,96
3326,109264,"El otro día, una persona falleció en la cancha de San Lorenzo, luego de aplicarse la vacuna contra el Covid.En conclusión, salvo las personas mayores, hay que ir solos a vacunarse. Si la quedás ahí, no le hacés pasar un mal momento, a ningún ser querido!!!",2021-06-23,0,0,1,0,Twitter for Android, 03hs,Junio,256
143,1576,Mañana recibo la primer dosis de la vacuna contra Covid 19 en La Rural. Alguno de mis amigos en Twitter se vacunó ahí? Cual recibieron? Me inquieta recibir la de Astrazeneca. 🤔Alguna experiencia? Gracias por adelantado!,2021-06-23,0,5,2,0,Twitter for iPhone, 01hs,Junio,219
10329,13959,Con mucha alegría recibí hoy la primera dosis de la vacuna AstraZeneca contra el Covid 19 💉GRACIAS a todo el personal de salud por el gran trabajo y el enorme esfuerzo que vienen realizando 👏 Sigamos cuidándonos y cuidando a los demás 💪,2021-06-22,0,2,38,0,Twitter for Android, 23hs,Junio,236
6729,69963,"A mí me la dieron y antes hablé con una doc y me dijo que los casos de trombo son pocos y están en estudio precisamente para ver si están asociados a la vacuna. Que incluso si así fuera más casos provoca el covid, fumar o viajar en avión y nadie deja de hacerlo.",2021-06-22,0,0,0,0,Twitter for Android, 21hs,Junio,262
7404,2618,"Presenté un Proyecto solicitando al P.E.N. arbitre las medidas necesarias para la adquisición de la vacuna contra el COVID-19 producida por el laboratorio Pfizer, para ser aplicada de manera prioritaria en niños de 12 a 18 años con comorbilidades.",2021-06-22,15,2,44,3,Twitter for Android, 20hs,Junio,247
378,468,Hoy mi mami recibió su primera dosis de la vacuna contra el covid 19 🎊🎊,2021-06-22,0,0,10,0,Twitter for Android, 18hs,Junio,71
5448,145468,Todos con sus turnos para la vacuna contra el Covid y yo me acabo de vacunar contra el Tétanos y la Disfteria. *Desaparece y deja un halo misterioso,2021-06-22,0,0,2,0,Twitter for Android, 18hs,Junio,148
11329,85151,"🚨Vacuna COVID-19: por las nuevas variantes, ya se prueba una tercera dosis en Reino Unido y Argentina estudia aplicarla.",2021-06-22,1,0,1,0,Twitter for Android, 18hs,Junio,120
469,13587,"Ya mis padres tienen su primera dosis de la vacuna, Ahora solo espero que el gobierno sea diligente como debe y reciban su 2da dosis cuando corresponda.Mientras, Yo seguiré esperando 🥲 Lo menos que quisiera es que me de covid por 2da vez.",2021-06-22,0,1,0,0,Twitter for Android, 16hs,Junio,238
55,11026,"Hola buenas tardes, consulta, es contraproducente la Vacuna Covid respecto a la Isquemia Mio árdica silente a alta Capacidad Funcional??",2021-06-22,0,0,0,0,Twitter for Android, 16hs,Junio,136
118,1923,Científicos informan que si no publicas la foto en Instagram la vacuna contra el covid no hace efecto.,2021-06-22,0,0,0,0,Twitter for Android, 16hs,Junio,102
3311,5461,"¡El Plan de Vacunación avanza en la Ciudad!. A partir de hoy, las personas mayores de 40 años ya pueden empadronarse para recibir la primera dosis de la vacuna contra el COVID_19. 💉Toda la información la encuentran en ▶️",2021-06-22,1,1,4,0,Twitter for iPhone, 13hs,Junio,220
473,47237,Depende. No todos generan la misma cantidad de anticuerpos. Y la vacuna post covid hace efecto refuerzo. Generás más anticuerpos. Entre 1 mes y 3 meses sería ideal. Porque a los 3 meses el nivel de anticuerpos post enfermedad ya es bajo.,2021-06-22,0,0,3,0,Twitter for Android, 12hs,Junio,237
41763,134850,"Adulto sin factores de riesgo y sano (hasta donde yo sé), que ya tuvo Covid, ¿vale la pena vacunarse?Por ahora no me voy a anotar porque seguro alguien más necesite de la vacuna y no le veo sentido a retroalimentar el miedo* que muchos medios inyectan en la sociedad.",2021-06-22,1,25,27,1,Twitter for Android, 12hs,Junio,267
7848,104071,42 Pero quedó establecido así porque Cuando tenés covid tenés inmunidad 3 meses si luego te.aplicas la vacuna tendrías.otros 3 meses más luego segunda dosis sería el esquema completo con más defensas,2021-06-22,0,2,1,0,Twitter for Android, 12hs,Junio,199
93,2182,"Buen día.Las personas de 40 años o más,  ya pueden empadronarse para recibir la vacuna contra el Coronavirus (Covid 19) en CABA:👇",2021-06-22,0,0,1,0,Twitter for Android, 12hs,Junio,129
916,2340,"Cuba Salva vidas!! Histórico. Vacuna cubana AbdalaEsVacuna muestra 92,28% de eficacia contra Covid_19",2021-06-22,1,0,3,0,Twitter for Android, 12hs,Junio,101
620,890,Que opinarías de este video que se está corriendo por muchos lados sobre la vacuna del covid 19👇,2021-06-22,0,0,2,0,Twitter for Android, 04hs,Junio,96
3,19,Nos dimos la vacuna contra el covid,2021-06-22,0,0,0,0,Twitter for Android, 03hs,Junio,35
3576,127169,"Hay que denunciar, revisen lo bloquee. Así los vamos limpiando de Twitter. Y felicitaciones por la notificación de la vacuna, vamos ganando de a poco la batalla al COVID.",2021-06-21,0,0,0,0,Twitter for Android, 23hs,Junio,170
1799,38377,81 Estuve una semana con fiebre de 38/39 grados por COVID. Una noche de fiebre o malestar por la vacuna vale la pena ☺️,2021-06-21,0,1,1,0,Twitter for Android, 22hs,Junio,119
2116,35233,"Ay ay, Vizzotti  mientras tanto  llegamos a los 90.000 muertos por covid.  Anuncia el retraso en la aplicación de la segunda dosis y además dice la gran científica que tenemos como ministra dd salud: “Ninguna vacuna vence”.🙄",2021-06-21,0,0,0,0,Twitter for Android, 21hs,Junio,224
3446,12017,"Elocuente informe del grupo ""Ciencia Rosarina contra el Coronavirus"", con datos del Plan de Vacunación en Santa Fe. La vacuna funciona y bajó la letalidad hasta un 500 por ciento. Si todavía no te anotaste, hacelo.",2021-06-21,3,2,8,1,Twitter for Android, 21hs,Junio,214
563,17145,"No se recomienda porque se cae el curro de la vacuna .Yo me curé enseguida con la ivermectina.  Y muchos otros""No se recomienda el uso de la ivermectina en pacientes con COVID-19, dicen instituciones y especialistas""",2021-06-21,1,0,0,0,Twitter for Android, 20hs,Junio,216
1200,8561,"A ver soy pro vacuna pero este doctor en cierto modo tiene razón.... El 2018 que no había COVID murieron en la Argentina 338.562...Entonces la pregunta, es como. Identificamos si hubo crecimiento de muertes.. Si no hay cifras totales de muertos en argentina?🇦🇷Voy a investigar!",2021-06-21,4,1,6,1,Twitter for Android, 20hs,Junio,277
918,77937,LA VACUNA NO SE VENCE aulló una de las del gobierno.1) todo medicamento tiene mes y año de vencimiento en el envase.2) respecto de la vacuna Covid-19 lo que ADEMÁS se vence es su efecto en el organismo sea porque le falta la otra dosis o necesita reforzar la primera.,2021-06-21,0,1,1,0,Twitter for Android, 19hs,Junio,267
141,1063,En donde dice que tenes que subir una foto a las redes de que te pusieron la vacuna de COVID-19?? 🤔,2021-06-21,0,0,1,0,Twitter for Android, 18hs,Junio,99
190,8317,"Tengo turno asignado para vacuna Covid,no confío en las vacunas... me dan razones para ir o no ir?? Gracias!!!",2021-06-21,0,0,0,0,Twitter for Android, 17hs,Junio,110
2168,234440,"Llegaron vacuna espero que lo llamen a marido para la segunda, yo espero Sputnik algún día será.Esta semana se cumple un año de haber pasado el calvario del Covid, 15 días que vivimos en terror En fin",2021-06-21,0,1,1,0,Twitter for Android, 15hs,Junio,200
785,1396,"Avanza el plan de vacunación más importante de la provincia.A partir del mediodía, inscripciones abiertas para personas de 35 a 39 años sin factores de riesgo que quieran recibir la vacuna contra el COVID-19.",2021-06-21,1,0,2,0,Twitter for iPhone, 13hs,Junio,208
441,3652,Macri dijo qué en Estados Unidos en los kioscos se vendía la vacuna sobre el covid  por qué en Estados Unidos no venden en los kioscos la vacuna del covid-19 están perdiendo en las encuestas y sale hablar boludeces,2021-06-21,2,0,1,0,Twitter for Android, 07hs,Junio,214
6866,83079,"Desde el momento que cuestionan datos de la vacuna o tienen dudas a largo plazo, es suficiente como para no inocularme. Prefiero arriesgarme a ser parte del 2% de los muertos de COVID-19, ya que tengo mas % de probabilidades de pegarme un palo en el auto cada vez que salgo.",2021-06-21,3,1,22,0,Twitter for Android, 03hs,Junio,274
20716,280805,No es Covid. Es la vacuna.Me habían recomendado paracetamol.Te hago caso 👍🏼👍🏼👍🏼,2021-06-21,0,1,1,0,Twitter for Android, 00hs,Junio,79
39,1069,"140705             Te diria q verifiques lo q decis, mas si vas a ponerte en una actitud soberbia de juzgar q el resto no sabe algo. Ninguna vacuna para el covid en el mundo esta aprobada. Están autorizadas para su uso de emergergencia, sin responsabilidad legal ni inmunidad garantizada.",2021-06-20,0,0,0,0,Twitter for Android, 22hs,Junio,288
1918,8631,"En tw en diarios TV etc etc aca en este pais parece que la mayoria cursaron infectologia🙄..la verdad en mi vida preg d donde vienen tal o cual vacuna. Somos unos privilegiados x recibir hoy esta vacuna, yo no quiero mas muerte x Covid, si quiero + fotos de personas vacunandose",2021-06-20,1,1,1,0,Twitter for Android, 21hs,Junio,277
4791,53614,Presidente de la Nacion: Vacuna COVID para menores con discapacidad      - ¡Firma la petición!  vía,2021-06-20,5,1,5,0,Twitter for Android, 17hs,Junio,99
564,6867,"1  Otra vez, algo diferente de esta vacuna covid. Son jeringas prellenadas.",2021-06-20,0,1,0,0,Twitter for Android, 17hs,Junio,75
68,4777,Por favor mi madre de 86 años hace ya mas de 3 meses que le aplicaron la primera dosis de vacuna covid y aun sin respuesta sobre la segunda dosis - y no se aplica la de la gripe esperando no se superpongan!!!,2021-06-20,0,0,0,0,Twitter for iPhone, 16hs,Junio,208
6685,5721,"Hoy es un día de mucha alegría y esperanza para todos y todas, porque más de 100.000 vecinos y vecinas de Pilar ya recibieron la vacuna contra el COVID-19. Estamos dando un paso muy importante para volver a encontrarnos y salir adelante. Sigamos combatiendo al virus.",2021-06-20,3,0,18,1,Twitter for iPhone, 15hs,Junio,267
1544,3638,"👉🏻🇦🇷 Hoy es un día de mucha alegría y esperanza para todos y todas, porque más de 100.000 vecinos y vecinas de Pilar ya recibieron la vacuna contra el COVID-19. Estamos dando un paso muy importante para volver a encontrarnos y salir adelante. Sigamos combatiendo al virus.",2021-06-20,0,0,1,0,Twitter for iPhone, 15hs,Junio,272
2241,23080,"Pero NO compraron Pfizer, única vacuna probada en embarazadas.Esto sí es CRUEL, Ojalá algún día, todos Uds lo paguen, como sea, pero lo paguen.Falleció de COVID-19 la mujer de 34 años que estaba embarazada",2021-06-20,9,3,5,0,Twitter for Android, 14hs,Junio,205
172,4508,La vacuna contra el Covid me está matando lentamente,2021-06-20,0,1,0,0,Twitter for Android, 14hs,Junio,52
100,583,"Gente, ante todos los mensajes que recibí para que los ayude a registrarse para la vacuna de Covid-19, voy a estar ayudándolos hasta las 13hs😊 manden al privado! Que tengan lindo día!",2021-06-20,0,0,0,0,Twitter for Android, 11hs,Junio,183
118,1143,"Que se jodan, el covid no perdona..ni se fija si confías en la vacuna o no.",2021-06-20,0,0,0,0,Twitter for Android, 05hs,Junio,75
892,21417,_visir Una picadura de mosquito duele más que la vacuna del covid,2021-06-20,0,1,0,0,Twitter for Android, 02hs,Junio,65
474,2426,"Llevamos más de 2500 timbres alcanzados, a los que les trasladamos el Plan Público, Gratuito y Optativo contra COVID-19, también la inscripción para la vacuna Antigripal, consultas de Anses, y la Prestación Básica Universal.NadieSeSalvaSolx ✌️❤️",2021-06-20,0,0,2,0,Twitter for Android, 00hs,Junio,245
840,2751,"Llevamos más de 2500 timbres alcanzados, a los que les trasladamos el Plan Público, Gratuito y Optativo contra COVID-19, también la inscripción para la vacuna Antigripal, consultas de Anses, y la Prestación Básica Universal. NadieSeSalvaSolx ✌️❤️",2021-06-20,1,1,4,0,Twitter for Android, 00hs,Junio,246
2575,4497,"Llegamos a más de 2500 timbres, a los que les trasladamos el Plan Público, Gratuito y Optativo contra COVID-19, también la inscripción para la vacuna Antigripal, consultas de Anses, y la Prestación Universal Obligatoria.",2021-06-19,1,0,9,0,Twitter for Android, 23hs,Junio,220
489,58653,2 X este monstruo tengo gentes conocidas que esperando la vacuna les dio Covid!! Están graves o se murieron!! Imperdonable Dios hará justicia!! Gines !!,2021-06-19,0,0,0,0,Twitter for Android, 22hs,Junio,152
901,42570,79 Me trataron de GRINGA BRUTA!!!XQ ESTOY A FAVOR DE LAS VACUNAS COVID Y CUALQUIER VACUNA,2021-06-19,0,1,0,0,Twitter for Android, 22hs,Junio,89
1573,1380,Agradecido por tener la oportunidad de recibir mi 1era dosis de la vacuna contra el Covid-19. Muchas gracias a todo el personal de salud y a todos los sanfernandinos que forman parte del equipo en las postas de vacunación. 1eradosis VacunatePBA,2021-06-19,0,0,8,0,Twitter for Android, 22hs,Junio,244
415,3296,"1er dosis de Astrazeneca, vamos con todo que cada vez falta menos para volver a la normalidad. vacuna covid vᴀᴄᴜɴᴀcᴏᴠɪᴅ19 vacunate astrazeneca en Barrio Septiembre",2021-06-19,0,0,0,0,Instagram, 22hs,Junio,163
657,1253,Desde  seguimos recorriendo CasaxCasaSanMartín  Con esta iniciativa registramos más de 50.000 vecinxs para que puedan recibir su vacuna contra el Covid-19. Si todavía no te registraste hacelo en  🙌💉,2021-06-19,1,0,10,0,Twitter for Android, 22hs,Junio,198
1097,17725,"Vacunación contra el COVID-19 los q residan en la Ciudad Autónoma de Buenos Aires.! Las personas mayores de 45 años (1976) hacia atras, pueden empadronarse para recibir la 1° dosis d la vacuna.Un familiar o conocido también puede hacerlo en su nombre.",2021-06-19,0,0,1,0,Twitter for Android, 21hs,Junio,251
6866,83079,Están mas cagados por la segunda dosis de vacuna que por el COVID-19 . 😛😛,2021-06-19,1,1,2,0,Twitter for Android, 20hs,Junio,73
2401,32228,"Me siento súper post vacuna💉 AstraZeneca Covid_19 Me tocó ayer, luego me fui al gym, como siempre. Como me sentía bien, hoy salí a trotar un rato. Cero efectos secundarios. Por lo que leo, soy un afortunado. Genial la atención en el Municipal Nro 1. Trelew  💪🏽💪🏽",2021-06-19,0,3,24,0,Twitter for Android, 19hs,Junio,262
413,4661,ATENCIÓN RIACHOHEHÉ▪️ El jueves 24 de junio estarán recibiendo la vacuna contra el COVID-19 los adultos de las clases 1977 a 1983.▪️ Personas con grupos de riesgo de las Clases 1984 a 2003.ℹConsultas y + info en:consultavacunacovid.gob.ar,2021-06-19,0,0,0,0,Twitter for Android, 18hs,Junio,238
